Link,PubMed ID
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0027249595&partnerID=40&md5=61f54ed3e58f04c2a6bf7003df3bc337",8401577
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0036083696&partnerID=40&md5=250caee625b6f239f805a481af5f1c0a",11917092
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0029994517&partnerID=40&md5=4d804da519b746aac855820fb7d0c21e",8717036
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0028990098&partnerID=40&md5=b8e37d74e47dcb501ae3c44e13ebad8c",7742302
"http://www.scopus.com/inward/record.url?eid=2-s2.0-3943059566&partnerID=40&md5=dbf99b416473f7c07b50eef380e6e08f",15189166
"http://www.scopus.com/inward/record.url?eid=2-s2.0-2242464840&partnerID=40&md5=cdafaf4c147db2340638f4e3b27a1209",12481130
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0024988340&partnerID=40&md5=bd35e056aac6eb8f8167802975c32964",2395459
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032944238&partnerID=40&md5=a5a9adb7e97057f6cdf9b8c267d21cd5",9847184
,
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0036308102&partnerID=40&md5=ee42f10f65462645a1e8bbed98851147",12051947
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0028953840&partnerID=40&md5=97e37cc9415c23a83d6e29b94eae9eb1",7737504
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033594123&partnerID=40&md5=9aeed2bc02e2f9529b2e51ba730a9273",10087266
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0025940629&partnerID=40&md5=fb001b84cc7d3fbd47b0e79e6213a455",1946372
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0035081241&partnerID=40&md5=7067707a19fcfdf00c51b271ae0222b1",11276432
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0029670289&partnerID=40&md5=87c25a27bb693df27f38c3c63d2224b2",8602507
"http://www.scopus.com/inward/record.url?eid=2-s2.0-1342288004&partnerID=40&md5=8f9e607adf0413ae5e99892ed2310712",14960472
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0035887005&partnerID=40&md5=e37543450d478b9e55c27a1f204bd5a0",11641272
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0029029617&partnerID=40&md5=0c1bec94210ea7b29ba7e193143bd510",7630397
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0027478967&partnerID=40&md5=5d070550bc07b6c83341ead3c2be0de0",8431946
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0036205587&partnerID=40&md5=542ab4763726dc25fcb789238b80b7d6",11931755
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0037832404&partnerID=40&md5=61c58f178b438c5b31050b48ec4f3795",12791999
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034161321&partnerID=40&md5=6aba279ef458f6fd5c7919f9cc1bbb39",10694887
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033279836&partnerID=40&md5=30cda4651dbd0b000b372b63bb18da85",10611969
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033118334&partnerID=40&md5=61f3604b792b3d7d39abd04e598646ce",10202136
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0021750054&partnerID=40&md5=8569f1859383f7fa76543b27635126a3",6095092
,
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034667593&partnerID=40&md5=f24cf94bda70386af88e20d8158ae415",11023813
"http://www.scopus.com/inward/record.url?eid=2-s2.0-13044304179&partnerID=40&md5=85c591bca6585e393b45483f795880d6",10430922
"http://www.scopus.com/inward/record.url?eid=2-s2.0-18344369543&partnerID=40&md5=0565e74ae5c23f27494b56526194e68c",15852042
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0025834532&partnerID=40&md5=4dcc2114b29c2599f15f2419a45e1abb",1902986
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034614576&partnerID=40&md5=90ca965c630bef517d88edf5fd0c7676",10647940
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0026078249&partnerID=40&md5=4314401b52dcc65c6681637f3663368e",1991323
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0026694947&partnerID=40&md5=f082ed9bfae1fca160506289dc7ef7a6",1524213
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0030931217&partnerID=40&md5=91d2fad9570f8640792405fa9e2f22ef",9128257
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0030840359&partnerID=40&md5=a15acff437c134babb3ceb6059a46be0",9356471
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0029664589&partnerID=40&md5=55073601be47a29e5966c43e27e19fed",8552184
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034464742&partnerID=40&md5=c74d85fd554c92d3716bb08b3868b7db",10696571
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034650714&partnerID=40&md5=867bd4124e7a5aebe4bdf565f5534ec3",10639096
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0030087710&partnerID=40&md5=1bd2704271d6eb68283627f331146d74",8673464
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0031034930&partnerID=40&md5=e134e0eed82da9e94392b060e8ffc5d5",9024658
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032897075&partnerID=40&md5=61eed1296573d72bccca0296b4ffa5ff",10089417
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0035477020&partnerID=40&md5=3ab7464dd7f1250ca2a49fbc1d98d6fc",11563964
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0030969942&partnerID=40&md5=60a574a2730e1559dd078cddd6ba34b2",9242927
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0015236352&partnerID=40&md5=6132255e87b54d4f054ce3f39fb0f600",4326772
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0027513982&partnerID=40&md5=f65c6750cd927798bc41f154cc57846b",8095262
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0037815292&partnerID=40&md5=f0b78a3f10c4eb9259541356f85b5704",12810700
,
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0029669991&partnerID=40&md5=2d2867fb44f2f1a90b3a6277d9522508",8701470
,
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0015454185&partnerID=40&md5=0ba679c5e9da5e0b58078e0f552f4d47",4663624
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032495530&partnerID=40&md5=933604a7c25d4d8955965713268840c2",9428765
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0029670330&partnerID=40&md5=322cf54980390fcd844cf53d7498c5fa",9630892
"http://www.scopus.com/inward/record.url?eid=2-s2.0-3042613550&partnerID=40&md5=0857673503b70ef1ec98fa2d4edd5c26",14993666
"http://www.scopus.com/inward/record.url?eid=2-s2.0-11244258882&partnerID=40&md5=58eee9451935815c6b899b6eeb602211",15688067
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034927336&partnerID=40&md5=bdad82d3411accc128c8b941f498319d",11395409
"http://www.scopus.com/inward/record.url?eid=2-s2.0-78651293534&partnerID=40&md5=870d037309f1760214c3110fff7d39db",21037258
"http://www.scopus.com/inward/record.url?eid=2-s2.0-17944363138&partnerID=40&md5=1b4b8e8b7db8079203fc3ca7a9a264c7",11595185
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032836484&partnerID=40&md5=4bf936eed4af9ca573ae0d214ba1122d",10872468
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0030820875&partnerID=40&md5=c61f51979023bd603d25e60cf7bcb947",9323209
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0023937268&partnerID=40&md5=ee72a5c10e54e2264b8181f8598c599b",3346912
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033753779&partnerID=40&md5=d51dcbf5f943b66da2e53d6d3776b212",11005794
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0028036513&partnerID=40&md5=be9b1a90d5e291d0bfa85a8fef42c991",7962076
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0025075839&partnerID=40&md5=c4688547d6a68cbf972a1cb3f33f47f8",2395461
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033061571&partnerID=40&md5=40fa3e07de506fa32241661e3c61561b",10395892
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0030449964&partnerID=40&md5=b034beffe7cbd3ec5f76d7758f1e1e92",8994831
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0035967880&partnerID=40&md5=8bd5086090814523d40a120bf725813d",11419950
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034681260&partnerID=40&md5=5bddf4b9c76902913a5d84152c83a569",10693756
,
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0026744563&partnerID=40&md5=54e9e4d93534975a137eba79010e6bf5",1406932
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0037442962&partnerID=40&md5=fb12e108104a6066ae0e7911985f04e4",12580598
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0031034352&partnerID=40&md5=b4445d3b870eca497a97c44be751ce5e",9020360
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0029915525&partnerID=40&md5=da2f99fab4f398427a1127b1e840f790",8944766
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034695924&partnerID=40&md5=fb47002c103214c13e3c571a0558830b",10684247
"http://www.scopus.com/inward/record.url?eid=2-s2.0-33749836234&partnerID=40&md5=62e3670b30c1ff99ce648662e2c15b2d",17035995
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032189381&partnerID=40&md5=7dc796ecc1244a6fc9c91a3930aafc0f",9742206
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0028568176&partnerID=40&md5=993f3c0af22108ac1394811fc5166d19",7704669
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0022497852&partnerID=40&md5=a4d083e258f605b296bc032f5e99ea6f",3955651
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0023691731&partnerID=40&md5=52da2c6a490837fab916cbd36e0876ea",2851982
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0037148758&partnerID=40&md5=8f15993926ca0a00d6adc9ed575efdac",11859360
"http://www.scopus.com/inward/record.url?eid=2-s2.0-48249102000&partnerID=40&md5=05cb3c10ab54c517046ab5d084c87569",18424797
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0036488589&partnerID=40&md5=292129279c3df9b2fbcde96b3a32e1d2",12635172
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0030799706&partnerID=40&md5=ebecbd93448a7cc6d136273636f04d27",9228007
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0031007065&partnerID=40&md5=7e15025e03265c3bc4a24d6cc427917d",9208914
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0030963439&partnerID=40&md5=292f2a6bb99a35cb3934f10defa87eef",9094716
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0037013143&partnerID=40&md5=7424dd7b21222b0bec64c836d16b0aae",12015977
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0036191639&partnerID=40&md5=9afa5121863c601f0a068055dd7a8ab3",11844744
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033895234&partnerID=40&md5=22b52574e482f0caa3829aa0c3780a2e",10940259
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0030911052&partnerID=40&md5=5243a7786d620095961cdff09f99d6dd",9150145
"http://www.scopus.com/inward/record.url?eid=2-s2.0-34548178909&partnerID=40&md5=3c7a37193dc5ba339278473a4525aaf5",17406544
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0029593456&partnerID=40&md5=5e94cc4ee8a2ab3332ac7784d956d5e1",8521505
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0015596284&partnerID=40&md5=8bc6693872da0e68a300b4cd0314bb62",4346473
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0030763856&partnerID=40&md5=c61ffd2a499dd496cfe2d6cb5dda15ff",9241278
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0345107247&partnerID=40&md5=1bcdfc83a9d42f887e844ed8a4ff146f",
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0023652396&partnerID=40&md5=264d41904b859a15e6c8aea366945cb9",3545499
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0030662523&partnerID=40&md5=91f5e86a2dcace4690e5f7287d4861e2",9346238
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0028080261&partnerID=40&md5=91d63d524b32b2df85d3283a3cb01cda",7817399
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0036084361&partnerID=40&md5=a6f54762db62db1de7802086fb0dc3f8",11752303
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034680090&partnerID=40&md5=7d7a16f3cafb373ace2d9b3799c7be84",10963598
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0030798679&partnerID=40&md5=d2abd08ea4fa23ece5fa340271548d21",9211848
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032420333&partnerID=40&md5=b57bdff66964b1df608e16f5d6db53bf",9927721
"http://www.scopus.com/inward/record.url?eid=2-s2.0-33645525893&partnerID=40&md5=f4c32b9137a8ddcaf2a1a8e6fb9ed262",16669754
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034635452&partnerID=40&md5=d2acdb35000117bd4945d285cc4aae09",10669418
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033525788&partnerID=40&md5=307ce2b339b4f692d8134f5da0d63802",10066161
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0025259313&partnerID=40&md5=8b9482c0747938397b14a26a58d57e46",2315319
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0036902646&partnerID=40&md5=611da17cd8884777675df3a505f5bc7a",12461556
"http://www.scopus.com/inward/record.url?eid=2-s2.0-9444225935&partnerID=40&md5=611447d8b9d3d2e6ee5ebfc2b17df5d6",15180930
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0038442808&partnerID=40&md5=4625e635c65385bd910c321da37a3b9d",12775843
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0022555867&partnerID=40&md5=c51dfd70a19a144bdca11f23b3260892",2874766
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0037072602&partnerID=40&md5=f1e5d26acdb0c54646e3aa98c4acfbb7",12228718
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0029979607&partnerID=40&md5=cb013533d0180cfeec906a7b047bd406",8599107
"http://www.scopus.com/inward/record.url?eid=2-s2.0-3943054839&partnerID=40&md5=bb16a2b0ead0a78b84bb52c8bd71ecac",15189148
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0037459061&partnerID=40&md5=6aa8ef536cf03a8012c58ce0c6c9fec8",12600311
"http://www.scopus.com/inward/record.url?eid=2-s2.0-3242736704&partnerID=40&md5=e3edf6bf7412a273109f2811de7d4c2f",15260970
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0036616218&partnerID=40&md5=031adee7f76e27ac58b1a101ba3e854b",
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0029908016&partnerID=40&md5=e1840beef4a0758c072a57365510c4df",8940145
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0037015035&partnerID=40&md5=a6ce2c78f26e05d296b640da083e8164",12193649
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0028986034&partnerID=40&md5=7cb4bb917f640d97dcc6cea2980f6d6d",7891688
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0038024241&partnerID=40&md5=a3d1c2b6b3a773d4f32c01bcff331869",12778124
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0242500347&partnerID=40&md5=4735ad4f0d27b1e01aadcc6fdf66a224",12660786
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0141483523&partnerID=40&md5=bd2f022ad7ac1170340c218506e3580c",12975316
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034192491&partnerID=40&md5=da0b904ac1a8e9d2f474eb1bf7aace9f",10785665
"http://www.scopus.com/inward/record.url?eid=2-s2.0-3242887157&partnerID=40&md5=0c34ab8697505167a06ef19538e19a06",15215404
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0016785996&partnerID=40&md5=20a0286c80dadbefe847f940926c4663",1096303
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033536637&partnerID=40&md5=1698446fc4a54aecbf977d2f1047cb1f",10514377
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032486198&partnerID=40&md5=c7d011a0051eeb4d8e3f398742019c73",9616126
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032100685&partnerID=40&md5=bfba2a874421fa7b74c964f55534ac11",9606188
"http://www.scopus.com/inward/record.url?eid=2-s2.0-10944253145&partnerID=40&md5=3c3453eedf5980d15de6562db52789a5",15607973
"http://www.scopus.com/inward/record.url?eid=2-s2.0-3042665732&partnerID=40&md5=360b6291bd9360592318a7ecf098e7a3",15174055
"http://www.scopus.com/inward/record.url?eid=2-s2.0-17944380227&partnerID=40&md5=9394fc9efb09319f0bab2d946e83b493",11701123
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0343415156&partnerID=40&md5=a7defe4fd2bb587361476107215584fd",10753125
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032541650&partnerID=40&md5=9129d53a578faee866eb9c6f4ac45e74",9779987
"http://www.scopus.com/inward/record.url?eid=2-s2.0-77954065271&partnerID=40&md5=203b0351442e0573b5c63a8cb722f613",20360767
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0025321157&partnerID=40&md5=e86e1716ae66fa2747cf2992bb7d4dee",2186024
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0037234363&partnerID=40&md5=c27b5ab78309b87e2a06ae6d452605c5",12461523
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0036500609&partnerID=40&md5=1b6c6eb255b40ef2ec94aed314a630c3",11872831
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0026536335&partnerID=40&md5=cf4d1ab4e8a6fbc942bb975683c0ed3a",1585175
"http://www.scopus.com/inward/record.url?eid=2-s2.0-33644768174&partnerID=40&md5=46df6d9f477927a1e1a911a346afd3ec",16510870
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0035257205&partnerID=40&md5=60f49b84383c155242685d8b35c73f9b",11175804
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034602344&partnerID=40&md5=4499bea1c267cb10ac217966906efa0c",11062127
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033574722&partnerID=40&md5=3a6f381d5de69b2fe4f0e300449de97d",10219243
"http://www.scopus.com/inward/record.url?eid=2-s2.0-2342644926&partnerID=40&md5=289d1c73fe53d518fce2625058b8da50",15122348
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0041695485&partnerID=40&md5=dc75b1dc498a779546ef7e656f61e094",12967557
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0028938413&partnerID=40&md5=68063d0c57a5b46e8abbe15d72821bec",7731798
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0025776523&partnerID=40&md5=6b0d23699fc530f66d25a684bd285908",1715094
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033133919&partnerID=40&md5=5349dc74f0c37f63f0712249e687d132",10322433
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0027275643&partnerID=40&md5=09b005a68e01b425d238507138f4b67b",8349731
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0031984517&partnerID=40&md5=f677b2433744d30b9c2754c7c2221a53",9422713
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0035941485&partnerID=40&md5=b630d29bc749eca8e6eae149fd40fec5",11223248
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032717319&partnerID=40&md5=82ce46e267b77ba4a06811b82ce778b9",10535731
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0036753494&partnerID=40&md5=b56fb87ace5e7e0d3998357f930702b2",12408816
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032053707&partnerID=40&md5=7f97b1d4314c5914a50661eb7943c7fa",9561849
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0028982205&partnerID=40&md5=824e665464dd23ae755bcc6d48c0fea3",7566120
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0027995683&partnerID=40&md5=ac908798007c2b60e945f906c343f769",
"http://www.scopus.com/inward/record.url?eid=2-s2.0-19944430797&partnerID=40&md5=56f97018b58f18c3eb0c06adaa0ce452",15680324
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032874845&partnerID=40&md5=549725cc302206fa8bf00a2455e2f581",10517533
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0035839057&partnerID=40&md5=a9720212de63a51f03b6a4a0bbe3324f",11498573
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0037178781&partnerID=40&md5=db749533901ef83b8c9e05a4e0de1ab3",12150926
"http://www.scopus.com/inward/record.url?eid=2-s2.0-7944235758&partnerID=40&md5=ffbc99cb76c15a4c13f7ce8710a11f37",15467718
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0036676445&partnerID=40&md5=f7cfe957ddb7c266589ae1e94aa72fb9",12154376
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034718925&partnerID=40&md5=7ddfb90d0632df885dae68395f5b6caf",11069170
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032438987&partnerID=40&md5=f74c695dbe6d321427573d13f0e09e8b",9927713
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0027397867&partnerID=40&md5=db7ba95076ccaf148ac320830d59d2bf",8422676
"http://www.scopus.com/inward/record.url?eid=2-s2.0-21044455137&partnerID=40&md5=b29d6f2fc8adbb63eb94a2e45dc9b356",15866887
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0027742184&partnerID=40&md5=2c8f2038db6dfc649411210f36c9d9c5",8266103
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033520336&partnerID=40&md5=23df82612c25ac4e6d6b134956f85db9",10477522
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0035488986&partnerID=40&md5=816ec7680fe8c47852d0f5dc93d68d37",
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033636607&partnerID=40&md5=13c9f2b70e827cb4ce8113177abaebc5",11090624
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034727104&partnerID=40&md5=f7282598cd469243da0a1eb63b0077f4",11029007
"http://www.scopus.com/inward/record.url?eid=2-s2.0-3142756502&partnerID=40&md5=3371655496efdb384393d6a328f00755",14871861
"http://www.scopus.com/inward/record.url?eid=2-s2.0-4043128071&partnerID=40&md5=9d9468307043facf1b2d01b4a16fe4ee",
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0037464589&partnerID=40&md5=d002169c5a25ee0d344bab5524b9b623",12712197
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034629478&partnerID=40&md5=052e1cd84a4759c07fb9f0fdaa129ef1",10710307
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033199892&partnerID=40&md5=e1530cd540d46522f948fb8e72b241e3",10485486
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0036282743&partnerID=40&md5=78b399e74b7de5d7d7b2194ae530822e",12040128
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0035149551&partnerID=40&md5=7d10ebf81a0ebee4d638209f0ea429b2",11179418
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0035958546&partnerID=40&md5=da045bdfadcb73dea692751f43d958e3",11511343
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032860424&partnerID=40&md5=d7b5c4c6a14f0ea5276346747ee2c0b8",10872457
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032530658&partnerID=40&md5=ddac596e055f5cdb47da4091cf75ecc2",9736627
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0141993704&partnerID=40&md5=1749b580ff50e3e90f8044675382224c",12934013
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033950079&partnerID=40&md5=4b87a18d286d960400fc7bfcb5f73fe7",10657980
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033605718&partnerID=40&md5=fdebda21a3f18256bb0ea8b258b96b4b",10085060
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0027410497&partnerID=40&md5=106af7ea3edb0fbad40f8253010e0f69",8388132
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0024557039&partnerID=40&md5=24d1edc189a02e5d71cc41f356457531",2467742
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0030004897&partnerID=40&md5=5c06320ed64923fa8b72e7324d3f7d02",8601309
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034635264&partnerID=40&md5=eb930da87b1321a98bef989a2129051b",10669416
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0028361182&partnerID=40&md5=6067c18049e56a0a5d52fcd95ea19491",19391266
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0028220231&partnerID=40&md5=e04511a05fdad9284a05ca5b096b8171",8303277
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0027212498&partnerID=40&md5=832cba437256269412887594f1b462cf",8489015
"http://www.scopus.com/inward/record.url?eid=2-s2.0-77958471357&partnerID=40&md5=c9e477b4fd2fde10de617be140e1750c",
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0035979244&partnerID=40&md5=1f6a2a69984e0ab20c5a7804bca4a84a",11470906
"http://www.scopus.com/inward/record.url?eid=2-s2.0-6044252163&partnerID=40&md5=2ed1542fad1c2810240ce7e9d4b76a4e",15459382
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0034973773&partnerID=40&md5=6e3774f61856794b5c7cf13932e673ec",11409933
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0028233498&partnerID=40&md5=ed945ef27d0275ddd46783d70c773e5e",8004676
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0026345394&partnerID=40&md5=03591a0e85c0149dd94bc3ee4dd29021",1956325
"http://www.scopus.com/inward/record.url?eid=2-s2.0-23144452044&partnerID=40&md5=734b6dc0df1b011d4309d39be9db95bc",15980461
"http://www.scopus.com/inward/record.url?eid=2-s2.0-1442317538&partnerID=40&md5=f950e3dd8ef8244806aafa999590e055",14645856
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0033230043&partnerID=40&md5=6a0b0526e1c4171e3b7de67c40bf2f0a",10569624
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0027262167&partnerID=40&md5=2094a9cf1747ef2c7315814305124c1a",8490962
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0035900651&partnerID=40&md5=982ed6c65fe6d3d6b0b981a4d6e49e04",11719187
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0025977563&partnerID=40&md5=1aa79fe7b57f14ded2c15bc4a2eafd47",1987478
"http://www.scopus.com/inward/record.url?eid=2-s2.0-18344391432&partnerID=40&md5=d5726b047ed0b9a80d4b20bbeabf179e",11961546
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032563315&partnerID=40&md5=26b3b05a6479cfccf2e6f2f32809d550",9677190
"http://www.scopus.com/inward/record.url?eid=2-s2.0-10344262564&partnerID=40&md5=e38ff1ad5796e1df8d684c5888ec7fdb",15558033
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0036234543&partnerID=40&md5=93be6d831b1ab74d2dde28fd454c05c6",11983154
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0032142918&partnerID=40&md5=886eec92edea94fb99a1e4a0975a21c9",9780836
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0035692811&partnerID=40&md5=27ba2bc3c43e93c6cdd29bf827b791dc",11751054
"http://www.scopus.com/inward/record.url?eid=2-s2.0-0021923858&partnerID=40&md5=cda4b6b713c0682d8a0470c4673c616a",3972906
